tweet_id,favorites,retweets,user_followers,user_favourites,date_time
876484053909872640,18527,2373,7434157,139632,2017-06-18 16:57:37
876120275196170240,27576,4649,7434157,139632,2017-06-17 16:52:05
875747767867523072,24878,4255,7434157,139632,2017-06-16 16:11:53
875144289856114688,21656,4880,7434157,139632,2017-06-15 00:13:52
875097192612077568,27085,5991,7434157,139632,2017-06-14 21:06:43
875021211251597312,25168,4676,7434157,139632,2017-06-14 16:04:48
874680097055178752,27518,4608,7434157,139632,2017-06-13 17:29:20
874434818259525634,0,14622,7434157,139632,2017-06-13 01:14:41
874296783580663808,25763,4080,7434157,139632,2017-06-12 16:06:11
874057562936811520,22395,3929,7434157,139632,2017-06-12 00:15:36
874012996292530176,34210,10336,7434157,139632,2017-06-11 21:18:31
873580283840344065,23947,3920,7434157,139632,2017-06-10 16:39:04
873337748698140672,0,1580,7434157,139632,2017-06-10 00:35:19
873213775632977920,7157,1580,7434157,139632,2017-06-09 16:22:42
872967104147763200,27094,5378,7434157,139632,2017-06-09 00:02:31
872820683541237760,14570,3678,7434157,139632,2017-06-08 14:20:41
872620804844003328,20593,3681,7434157,139632,2017-06-08 01:06:27
872486979161796608,40299,8972,7434157,139632,2017-06-07 16:14:40
872261713294495745,33894,6295,7434157,139632,2017-06-07 01:19:32
872122724285648897,34144,8096,7434157,139632,2017-06-06 16:07:15
871879754684805121,37650,11145,7434157,139632,2017-06-06 00:01:46
871762521631449091,20108,3469,7434157,139632,2017-06-05 16:15:56
871515927908634625,20062,3447,7434158,139632,2017-06-04 23:56:03
871166179821445120,0,5693,7434158,139632,2017-06-04 00:46:17
871102520638267392,20778,5494,7434158,139632,2017-06-03 20:33:19
871032628920680449,22511,3814,7434158,139632,2017-06-03 15:55:36
870804317367881728,33395,6204,7434158,139632,2017-06-03 00:48:22
870726314365509632,119,3,7434158,139632,2017-06-02 19:38:25
870656317836468226,12340,2648,7434158,139632,2017-06-02 15:00:16
870374049280663552,82254,26237,7434158,139632,2017-06-01 20:18:38
870308999962521604,21720,4159,7434158,139632,2017-06-01 16:00:09
870063196459192321,36493,8364,7434158,139632,2017-05-31 23:43:25
869772420881756160,42229,10056,7434158,139632,2017-05-31 04:27:59
869702957897576449,28133,6365,7434158,139632,2017-05-30 23:51:58
869596645499047938,15924,3139,7434158,139632,2017-05-30 16:49:31
869227993411051520,20369,3799,7434158,139632,2017-05-29 16:24:37
868880397819494401,65479,14564,7434158,139632,2017-05-28 17:23:24
868639477480148993,0,2109,7434158,139632,2017-05-28 01:26:04
868622495443632128,26786,5408,7434158,139632,2017-05-28 00:18:35
868552278524837888,10124,2109,7434158,139632,2017-05-27 19:39:34
867900495410671616,24164,4206,7434158,139632,2017-05-26 00:29:37
867774946302451713,33990,7395,7434158,139632,2017-05-25 16:10:44
867421006826221569,16112,2530,7434158,139632,2017-05-24 16:44:18
867072653475098625,0,121,7434158,139632,2017-05-23 17:40:04
867051520902168576,32257,7938,7434158,139632,2017-05-23 16:16:06
866720684873056260,20110,4863,7434158,139632,2017-05-22 18:21:28
866686824827068416,19363,3525,7434158,139632,2017-05-22 16:06:55
866450705531457537,122487,35643,7434158,139632,2017-05-22 00:28:40
866334964761202691,52721,14622,7434158,139632,2017-05-21 16:48:45
866094527597207552,0,8475,7434158,139632,2017-05-21 00:53:21
865718153858494464,25687,5683,7434158,139632,2017-05-19 23:57:46
865359393868664832,26576,5063,7434158,139632,2017-05-19 00:12:11
865006731092295680,28118,7783,7434158,139632,2017-05-18 00:50:50
864873206498414592,32434,8827,7434158,139632,2017-05-17 16:00:15
864279568663928832,14697,3084,7434158,139632,2017-05-16 00:41:21
864197398364647424,30317,9077,7434158,139632,2017-05-15 19:14:50
863907417377173506,20737,4208,7434158,139632,2017-05-15 00:02:33
863553081350529029,15397,4244,7434158,139632,2017-05-14 00:34:33
863471782782697472,0,2499,7434158,139632,2017-05-13 19:11:30
863432100342583297,23978,5348,7434158,139632,2017-05-13 16:33:49
863427515083354112,2279,99,7434158,139632,2017-05-13 16:15:35
863079547188785154,8828,1119,7434158,139632,2017-05-12 17:12:53
863062471531167744,8587,2499,7434158,139632,2017-05-12 16:05:02
862831371563274240,19314,5174,7434158,139632,2017-05-12 00:46:44
862722525377298433,17196,3590,7434158,139632,2017-05-11 17:34:13
862457590147678208,20716,5050,7434158,139632,2017-05-11 00:01:27
862096992088072192,75183,23752,7434159,139632,2017-05-10 00:08:34
861383897657036800,36392,10913,7434159,139632,2017-05-08 00:54:59
861288531465048066,17349,4242,7434159,139632,2017-05-07 18:36:02
861005113778896900,16875,3885,7434159,139632,2017-05-06 23:49:50
860981674716409858,0,2205,7434159,139632,2017-05-06 22:16:42
860924035999428608,0,842,7434159,139632,2017-05-06 18:27:40
860563773140209665,7584,2205,7434159,139632,2017-05-05 18:36:06
860524505164394496,23871,5395,7434159,139632,2017-05-05 16:00:04
860276583193509888,18495,3555,7434159,139632,2017-05-04 23:34:55
860184849394610176,16872,5968,7434159,139632,2017-05-04 17:30:24
860177593139703809,0,31597,7434159,139632,2017-05-04 17:01:34
859924526012018688,19777,4195,7434159,139632,2017-05-04 00:15:58
859851578198683649,15581,3595,7434159,139632,2017-05-03 19:26:06
859607811541651456,18812,1612,7434159,139632,2017-05-03 03:17:27
859196978902773760,90994,30995,7434728,139633,2017-05-02 00:04:57
859074603037188101,34331,13958,7434159,139632,2017-05-01 15:58:40
858860390427611136,0,8365,7434159,139632,2017-05-01 01:47:28
858843525470990336,15739,3566,7434159,139632,2017-05-01 00:40:27
858471635011153920,21790,4983,7434159,139632,2017-04-30 00:02:42
858107933456039936,15942,3001,7434159,139632,2017-04-28 23:57:28
857989990357356544,16353,2657,7434159,139632,2017-04-28 16:08:49
857746408056729600,34808,10958,7434159,139632,2017-04-28 00:00:54
857393404942143489,6004,1690,7434159,139632,2017-04-27 00:38:11
857263160327368704,20337,4659,7434159,139632,2017-04-26 16:00:39
857214891891077121,232,18,7434159,139632,2017-04-26 12:48:51
857062103051644929,0,177,7434159,139632,2017-04-26 02:41:43
857029823797047296,19260,4134,7434159,139632,2017-04-26 00:33:27
856602993587888130,0,11050,7434159,139632,2017-04-24 20:17:23
856543823941562368,16550,2975,7434159,139632,2017-04-24 16:22:16
856526610513747968,12048,1942,7434159,139632,2017-04-24 15:13:52
856330835276025856,0,702,7434159,139632,2017-04-24 02:15:55
856288084350160898,527,17,7434159,139632,2017-04-23 23:26:03
856282028240666624,28234,6536,7434159,139632,2017-04-23 23:01:59
855862651834028034,352,28,7434159,139632,2017-04-22 19:15:32
855860136149123072,5144,1067,7434159,139632,2017-04-22 19:05:32
855857698524602368,12082,2190,7434159,139632,2017-04-22 18:55:51
855851453814013952,46303,18329,7434159,139632,2017-04-22 18:31:02
855818117272018944,27137,5627,7434159,139632,2017-04-22 16:18:34
855459453768019968,30561,8523,7434159,139632,2017-04-21 16:33:22
855245323840757760,0,6211,7434159,139632,2017-04-21 02:22:29
855138241867124737,0,48,7434159,139632,2017-04-20 19:16:59
854732716440526848,23376,6360,7434159,139632,2017-04-19 16:25:34
854482394044301312,30022,7155,7434159,139632,2017-04-18 23:50:52
854365224396361728,19365,4883,7434159,139632,2017-04-18 16:05:17
854120357044912130,32758,7813,7434159,139632,2017-04-17 23:52:16
854010172552949760,16615,3292,7434159,139632,2017-04-17 16:34:26
853760880890318849,29350,6064,7434159,139632,2017-04-17 00:03:50
853639147608842240,35815,10604,7434159,139632,2017-04-16 16:00:07
853299958564483072,15956,3737,7434159,139632,2017-04-15 17:32:18
852936405516943360,0,2107,7434728,139633,2017-04-14 17:27:40
852912242202992640,9319,1927,7434159,139632,2017-04-14 15:51:39
852672615818899456,15358,2261,7434159,139632,2017-04-13 23:59:28
852553447878664193,16862,3691,7434159,139632,2017-04-13 16:05:56
852311364735569921,34133,10382,7434159,139632,2017-04-13 00:03:59
852226086759018497,20613,7143,7434159,139632,2017-04-12 18:25:07
852189679701164033,11823,1666,7434159,139632,2017-04-12 16:00:27
851953902622658560,0,10140,7434159,139632,2017-04-12 00:23:33
851861385021730816,0,23,7434159,139632,2017-04-11 18:15:55
851591660324737024,16725,3652,7434159,139632,2017-04-11 00:24:08
851464819735769094,25085,7447,7434159,139632,2017-04-10 16:00:07
851224888060895234,21365,6031,7434159,139632,2017-04-10 00:06:42
850753642995093505,32100,9790,7434159,139632,2017-04-08 16:54:09
850380195714523136,13515,2760,7434159,139632,2017-04-07 16:10:12
850333567704068097,3550,352,7434159,139632,2017-04-07 13:04:55
850145622816686080,16905,4044,7434159,139632,2017-04-07 00:38:06
850019790995546112,21197,5174,7434159,139632,2017-04-06 16:18:05
849776966551130114,31573,8032,7434159,139632,2017-04-06 00:13:11
849668094696017920,0,5245,7434159,139632,2017-04-05 17:00:34
849412302885593088,16461,3324,7434159,139632,2017-04-05 00:04:08
849336543269576704,11844,1997,7434159,139632,2017-04-04 19:03:06
849051919805034497,44089,9022,7434159,139632,2017-04-04 00:12:06
848690551926992896,26173,4574,7434159,139632,2017-04-03 00:16:10
848324959059550208,25705,4879,7434159,139632,2017-04-02 00:03:26
848213670039564288,8486,793,7434159,139632,2017-04-01 16:41:12
848212111729840128,16961,3257,7434159,139632,2017-04-01 16:35:01
847978865427394560,0,3455,7434159,139632,2017-04-01 01:08:10
847971574464610304,0,457,7434159,139632,2017-04-01 00:39:12
847962785489326080,24457,5410,7434159,139632,2017-04-01 00:04:17
847842811428974592,5700,1427,7434159,139632,2017-03-31 16:07:33
847617282490613760,7292,451,7434159,139632,2017-03-31 01:11:22
847606175596138505,19538,3604,7434159,139632,2017-03-31 00:27:14
847251039262605312,21281,4563,7434159,139632,2017-03-30 00:56:03
847157206088847362,20787,6222,7434159,139632,2017-03-29 18:43:12
847116187444137987,22300,3395,7434159,139632,2017-03-29 16:00:12
846874817362120707,20930,4177,7434159,139632,2017-03-29 00:01:05
846514051647705089,46541,12346,7434159,139632,2017-03-28 00:07:32
846505985330044928,14733,3292,7434159,139632,2017-03-27 23:35:28
846153765933735936,33064,9656,7434159,139632,2017-03-27 00:15:53
846139713627017216,32192,10509,7434159,139632,2017-03-26 23:20:02
846042936437604353,16669,3082,7434159,139632,2017-03-26 16:55:29
845812042753855489,30590,9325,7434159,139632,2017-03-26 01:38:00
845677943972139009,26202,5094,7434159,139632,2017-03-25 16:45:08
845397057150107648,7971,1932,7434159,139632,2017-03-24 22:08:59
845306882940190720,24353,5747,7434159,139632,2017-03-24 16:10:40
845098359547420673,0,8173,7434159,139632,2017-03-24 02:22:04
844979544864018432,14243,2756,7434159,139632,2017-03-23 18:29:57
844973813909606400,15796,3431,7434159,139632,2017-03-23 18:07:10
844704788403113984,40468,11050,7434159,139632,2017-03-23 00:18:10
844580511645339650,17220,3360,7434159,139632,2017-03-22 16:04:20
844223788422217728,14252,2345,7434159,139632,2017-03-21 16:26:50
843981021012017153,15814,3121,7434159,139632,2017-03-21 00:22:10
843856843873095681,22388,4943,7434159,139632,2017-03-20 16:08:44
843604394117681152,17669,2946,7434159,139632,2017-03-19 23:25:35
843235543001513987,22480,6469,7434159,139632,2017-03-18 22:59:54
842846295480000512,15929,3847,7434159,139632,2017-03-17 21:13:10
842765311967449089,7064,1361,7434159,139632,2017-03-17 15:51:22
842535590457499648,18950,3747,7434159,139632,2017-03-17 00:38:32
842163532590374912,25640,6211,7434159,139632,2017-03-16 00:00:07
842115215311396866,14677,3245,7434159,139632,2017-03-15 20:48:07
841833993020538882,0,16438,7434159,139632,2017-03-15 02:10:39
841680585030541313,26867,8303,7434159,139632,2017-03-14 16:01:03
841439858740625411,13246,3929,7434159,139632,2017-03-14 00:04:30
841320156043304961,20712,5819,7434159,139632,2017-03-13 16:08:50
841314665196081154,16594,5028,7434159,139632,2017-03-13 15:47:01
841077006473256960,24017,5693,7434159,139632,2017-03-13 00:02:39
840761248237133825,0,1883,7434159,139632,2017-03-12 03:07:56
840728873075638272,0,17392,7434159,139632,2017-03-12 00:59:17
840698636975636481,188,2,7434159,139632,2017-03-11 22:59:09
840696689258311684,12906,1050,7434159,139632,2017-03-11 22:51:24
840632337062862849,9415,1883,7434159,139632,2017-03-11 18:35:42
840370681858686976,17287,4888,7434159,139632,2017-03-11 01:15:58
840268004936019968,20248,6156,7434159,139632,2017-03-10 18:27:58
839990271299457024,14117,2469,7434159,139632,2017-03-10 00:04:21
839549326359670784,28928,8365,7434159,139632,2017-03-08 18:52:12
839290600511926273,0,154,7434159,139632,2017-03-08 01:44:07
839239871831150596,28599,7031,7434159,139632,2017-03-07 22:22:32
838952994649550848,20627,4272,7434159,139632,2017-03-07 03:22:35
838921590096166913,11744,2232,7434159,139632,2017-03-07 01:17:48
838916489579200512,0,36,7434159,139632,2017-03-07 00:57:32
838831947270979586,0,11905,7434159,139632,2017-03-06 19:21:35
838561493054533637,11481,1426,7434159,139632,2017-03-06 01:26:54
838476387338051585,23774,5188,7434159,139632,2017-03-05 19:48:43
838201503651401729,0,10875,7434159,139632,2017-03-05 01:36:26
838150277551247360,1767,354,7434159,139632,2017-03-04 22:12:52
838085839343206401,149,0,7434159,139632,2017-03-04 17:56:49
838083903487373313,18558,3396,7434159,139632,2017-03-04 17:49:08
837820167694528512,35989,8475,7434159,139632,2017-03-04 00:21:08
837482249356513284,4039,476,7434159,139632,2017-03-03 01:58:22
837471256429613056,13470,2474,7434159,139632,2017-03-03 01:14:41
837366284874571778,22258,5710,7434159,139632,2017-03-02 18:17:34
837110210464448512,16879,2583,7434159,139632,2017-03-02 01:20:01
836989968035819520,13407,2475,7434159,139632,2017-03-01 17:22:13
836753516572119041,20265,4978,7434159,139632,2017-03-01 01:42:39
836677758902222849,13289,2394,7434159,139632,2017-02-28 20:41:37
836648853927522308,0,592,7434159,139632,2017-02-28 18:46:45
836397794269200385,0,29811,7434159,139632,2017-02-28 02:09:08
836380477523124226,15507,3190,7434159,139632,2017-02-28 01:00:19
836260088725786625,22420,4630,7434159,139632,2017-02-27 17:01:56
836001077879255040,20156,4634,7434159,139632,2017-02-26 23:52:43
835685285446955009,0,8822,7434159,139632,2017-02-26 02:57:52
835574547218894849,18767,3912,7434159,139632,2017-02-25 19:37:50
835536468978302976,0,1841,7434159,139632,2017-02-25 17:06:32
835309094223372289,0,22719,7434160,139632,2017-02-25 02:03:02
835297930240217089,17315,3234,7434160,139632,2017-02-25 01:18:40
835264098648616962,8176,1841,7434160,139632,2017-02-24 23:04:14
835246439529840640,2205,78,7434160,139632,2017-02-24 21:54:03
835172783151792128,27582,6207,7434160,139632,2017-02-24 17:01:22
835152434251116546,23698,3259,7434160,139632,2017-02-24 15:40:31
834931633769889797,11440,1787,7434160,139632,2017-02-24 01:03:08
834786237630337024,22325,5923,7434160,139632,2017-02-23 15:25:23
834574053763584002,14458,2740,7434160,139632,2017-02-23 01:22:14
834477809192075265,0,11551,7434160,139632,2017-02-22 18:59:48
834458053273591808,10163,1812,7434160,139632,2017-02-22 17:41:18
834209720923721728,21762,5176,7434160,139632,2017-02-22 01:14:30
834167344700198914,16640,3930,7434160,139632,2017-02-21 22:26:07
834089966724603904,10606,2298,7434160,139632,2017-02-21 17:18:39
834086379323871233,13803,2401,7434160,139632,2017-02-21 17:04:24
833863086058651648,14163,2602,7434160,139632,2017-02-21 02:17:06
833826103416520705,16213,3724,7434160,139632,2017-02-20 23:50:09
833732339549220864,0,234,7434160,139632,2017-02-20 17:37:34
833722901757046785,21859,3476,7434160,139632,2017-02-20 17:00:04
833479644947025920,15702,2242,7434160,139632,2017-02-20 00:53:27
833124694597443584,21338,5245,7434160,139632,2017-02-19 01:23:00
832998151111966721,14051,2403,7434160,139632,2017-02-18 17:00:10
832769181346996225,0,40,7434160,139632,2017-02-18 01:50:19
832757312314028032,17792,3929,7434160,139632,2017-02-18 01:03:09
832682457690300417,12552,3182,7434160,139632,2017-02-17 20:05:43
832645525019123713,3086,563,7434160,139632,2017-02-17 17:38:57
832636094638288896,16774,3035,7434160,139632,2017-02-17 17:01:29
832397543355072512,12638,2411,7434160,139632,2017-02-17 01:13:34
832369877331693569,18147,3455,7434160,139632,2017-02-16 23:23:38
832273440279240704,11962,2527,7434160,139632,2017-02-16 17:00:25
832215909146226688,0,6715,7434160,139632,2017-02-16 13:11:49
832215726631055365,0,10178,7434160,139632,2017-02-16 13:11:05
832088576586297345,70,2,7434160,139632,2017-02-16 04:45:50
832040443403784192,0,10555,7434161,139632,2017-02-16 01:34:34
832032802820481025,18857,5040,7434161,139632,2017-02-16 01:04:13
831939777352105988,25399,6658,7434161,139632,2017-02-15 18:54:34
831926988323639298,361,35,7434161,139632,2017-02-15 18:03:45
831911600680497154,29265,7070,7434161,139632,2017-02-15 17:02:36
831670449226514432,11056,1969,7434161,139632,2017-02-15 01:04:21
831650051525054464,7601,2107,7434161,139632,2017-02-14 23:43:18
831552930092285952,9533,2487,7434161,139632,2017-02-14 17:17:22
831322785565769729,9730,1660,7434161,139632,2017-02-14 02:02:51
831315979191906304,6906,1212,7434161,139632,2017-02-14 01:35:49
831309418084069378,12413,2648,7434161,139632,2017-02-14 01:09:44
831262627380748289,12608,2228,7434161,139632,2017-02-13 22:03:49
830956169170665475,8444,1623,7434161,139632,2017-02-13 01:46:03
830583320585068544,70875,18299,7434161,139632,2017-02-12 01:04:29
830173239259324417,0,6200,7434161,139632,2017-02-10 21:54:58
830097400375152640,10406,3266,7434161,139632,2017-02-10 16:53:37
829878982036299777,0,5454,7434161,139632,2017-02-10 02:25:42
829861396166877184,12955,2127,7434161,139632,2017-02-10 01:15:49
829501995190984704,33663,11551,7434161,139632,2017-02-09 01:27:41
829449946868879360,11090,2205,7434161,139632,2017-02-08 22:00:52
829374341691346946,36698,10140,7434161,139632,2017-02-08 17:00:26
829141528400556032,25999,8067,7434161,139632,2017-02-08 01:35:19
829011960981237760,56208,17649,7434161,139632,2017-02-07 17:00:28
828801551087042563,0,3700,7434161,139632,2017-02-07 03:04:22
828770345708580865,27123,6395,7434161,139632,2017-02-07 01:00:22
828708714936930305,38841,12227,7434161,139632,2017-02-06 20:55:28
828650029636317184,10082,1468,7434161,139632,2017-02-06 17:02:17
828409743546925057,6674,1252,7434161,139632,2017-02-06 01:07:28
828408677031882754,8117,1398,7434161,139632,2017-02-06 01:03:14
828381636999917570,13401,2421,7434161,139632,2017-02-05 23:15:47
828376505180889089,7837,1157,7434161,139632,2017-02-05 22:55:23
828372645993398273,13297,3200,7434161,139632,2017-02-05 22:40:03
828361771580813312,2328,184,7434161,139632,2017-02-05 21:56:51
828046555563323392,12488,3115,7434161,139632,2017-02-05 01:04:17
828011680017821696,11004,2340,7434161,139632,2017-02-04 22:45:42
827933404142436356,21386,5693,7434161,139632,2017-02-04 17:34:40
827653905312006145,16385,3275,7434161,139632,2017-02-03 23:04:02
827600520311402496,7866,1032,7434161,139632,2017-02-03 19:31:54
827324948884643840,16871,3338,7434161,139632,2017-02-03 01:16:53
827199976799354881,11242,2446,7434161,139632,2017-02-02 17:00:17
826958653328592898,22916,5454,7434161,139632,2017-02-02 01:01:21
826848821049180160,38761,11150,7434161,139632,2017-02-01 17:44:55
826615380357632002,0,4305,7434161,139632,2017-02-01 02:17:19
826598799820865537,5433,277,7434161,139632,2017-02-01 01:11:25
826598365270007810,10710,2557,7434161,139632,2017-02-01 01:09:42
826476773533745153,19583,4575,7434161,139632,2017-01-31 17:06:32
826240494070030336,14106,2818,7434161,139632,2017-01-31 01:27:39
826204788643753985,5187,1017,7434161,139632,2017-01-30 23:05:46
826115272272650244,16666,3420,7434161,139632,2017-01-30 17:10:04
825876512159186944,11127,2039,7434161,139632,2017-01-30 01:21:19
825829644528148480,13551,2715,7434161,139632,2017-01-29 22:15:05
825535076884762624,55373,18768,7434161,139632,2017-01-29 02:44:34
825147591692263424,19471,4995,7434161,139632,2017-01-28 01:04:51
825120256414846976,0,1402,7434161,139632,2017-01-27 23:16:13
825026590719483904,6749,1402,7434161,139632,2017-01-27 17:04:02
824796380199809024,0,6001,7434161,139632,2017-01-27 01:49:15
824775126675836928,15928,3851,7434161,139632,2017-01-27 00:24:48
824663926340194305,10720,1897,7434161,139632,2017-01-26 17:02:56
824325613288833024,12540,11341,7434161,139632,2017-01-25 18:38:36
824297048279236611,16029,4227,7434161,139632,2017-01-25 16:45:05
824025158776213504,5082,646,7434161,139632,2017-01-24 22:44:42
823939628516474880,11336,2962,7434161,139632,2017-01-24 17:04:50
823719002937630720,0,12281,7434161,139632,2017-01-24 02:28:08
823699002998870016,13397,2645,7434161,139632,2017-01-24 01:08:40
823581115634085888,13890,2890,7434161,139632,2017-01-23 17:20:14
823333489516937216,742,29,7434161,139632,2017-01-23 00:56:15
823322678127919110,16765,4390,7434161,139632,2017-01-23 00:13:17
823269594223824897,0,10780,7434730,139633,2017-01-22 20:42:21
822975315408461824,18423,3762,7434162,139632,2017-01-22 01:12:59
822872901745569793,141037,47990,7434162,139632,2017-01-21 18:26:02
822859134160621569,14085,2494,7434162,139632,2017-01-21 17:31:20
822647212903690241,0,7031,7434162,139632,2017-01-21 03:29:14
822610361945911296,15733,3241,7434162,139632,2017-01-21 01:02:48
822489057087389700,19345,7031,7434162,139632,2017-01-20 17:00:46
822462944365645825,30378,16055,7434162,139632,2017-01-20 15:17:01
822244816520155136,37361,10780,7434162,139632,2017-01-20 00:50:15
822163064745328640,0,5263,7434162,139632,2017-01-19 19:25:24
821886076407029760,12114,2563,7434162,139632,2017-01-19 01:04:45
821813639212650496,0,3657,7434162,139632,2017-01-18 20:16:54
821765923262631936,8989,1823,7434162,139632,2017-01-18 17:07:18
821522889702862852,8560,1937,7434162,139632,2017-01-18 01:01:34
821421320206483457,0,6134,7434162,139632,2017-01-17 18:17:58
821407182352777218,12566,4769,7434162,139632,2017-01-17 17:21:47
821153421864615936,271,10,7434162,139632,2017-01-17 00:33:26
821149554670182400,9313,2207,7434162,139632,2017-01-17 00:18:04
821107785811234820,10233,2333,7434162,139632,2017-01-16 21:32:06
821044531881721856,13519,2509,7434162,139632,2017-01-16 17:20:45
820837357901512704,0,7337,7434162,139632,2017-01-16 03:37:31
820749716845686786,33685,10875,7434162,139632,2017-01-15 21:49:15
820690176645140481,13031,3537,7434162,139632,2017-01-15 17:52:40
820494788566847489,0,622,7434162,139632,2017-01-15 04:56:16
